concept_id,code,codetype,descrip
19077638,310490,PR00,glipizide 5 MG Oral Tablet
19077659,310534,PR00,glyburide 2.5 MG Oral Tablet
19077681,310536,PR00,glyburide 3 MG Oral Tablet
19077682,310537,PR00,glyburide 5 MG Oral Tablet
19077684,310539,PR00,glyburide 6 MG Oral Tablet
19078554,311033,PR00,"insulin, regular, human 100 UNT/ML Injectable Solution [Novolin R]"
19078555,311034,PR00,"insulin, regular, human 100 UNT/ML Injectable Solution"
19078556,311035,PR00,"insulin, regular, human 100 UNT/ML Injectable Solution [Velosulin]"
19078557,311036,PR00,"insulin, regular, human 100 UNT/ML Injectable Solution [Humulin R]"
19078603,311048,PR00,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension"
19079293,312440,PR00,pioglitazone 30 MG Oral Tablet
19079465,312860,PR00,rosiglitazone 4 MG Oral Tablet
19079986,314000,PR00,glyburide 1.5 MG Oral Tablet
19079990,314006,PR00,24 HR glipizide 5 MG Extended Release Oral Tablet
19080793,315107,PR00,24 HR glipizide 10 MG Extended Release Oral Tablet
19081295,315980,PR00,glipizide 5 MG
19081296,315990,PR00,glyburide 3 MG
19081704,316304,PR00,miglitol 100 MG
19081705,316305,PR00,miglitol 25 MG
19081706,316306,PR00,miglitol 50 MG
19085004,330349,PR00,glipizide 2.5 MG
19086484,330861,PR00,metformin 250 MG
19088818,332809,PR00,metformin 400 MG
19094121,340325,PR00,"insulin, regular, human 100 UNT/ML"
19094122,340326,PR00,"insulin, regular, human 40 UNT/ML"
19094123,340327,PR00,"insulin, regular, human 500 UNT/ML"
19095218,343083,PR00,"insulin, regular, human 30 UNT/ML"
19099055,358500,PR00,rosiglitazone 8 MG
19099070,358530,PR00,rosiglitazone 2 MG
19099207,574495,PR00,pioglitazone 15 MG [Actos]
19099208,574496,PR00,pioglitazone 30 MG [Actos]
19099209,574497,PR00,pioglitazone 45 MG [Actos]
19099245,574471,PR00,rosiglitazone 4 MG [Avandia]
19099246,574472,PR00,rosiglitazone 8 MG [Avandia]
19099278,358809,PR00,rosiglitazone 1 MG
19099408,574571,PR00,glyburide 4.5 MG [Glycron]
19099409,574612,PR00,glyburide 3 MG [Glycron]
19100128,360894,PR00,"insulin, regular, human 25 UNT/ML"
19100559,379804,PR00,glipizide 2.5 MG Oral Tablet
19100593,380849,PR00,glimepiride 3 MG
19101876,392660,PR00,"insulin isophane, human 75 UNT/ML / insulin, regular, human 25 UNT/ML Injectable Suspension"
19104092,412453,PR00,"insulin, regular, human 5 UNT/ML Injectable Solution"
19104173,412978,PR00,"insulin isophane, human 16 UNT/ML / insulin, regular, human 24 UNT/ML Injectable Suspension"
19104457,415088,PR00,"insulin isophane, human 28 UNT/ML / insulin, regular, human 12 UNT/ML Injectable Suspension"
19104458,415089,PR00,"insulin isophane, human 30 UNT/ML / insulin, regular, human 10 UNT/ML Injectable Suspension"
19104459,415090,PR00,"insulin isophane, human 34 UNT/ML / insulin, regular, human 6 UNT/ML Injectable Suspension"
19104469,415184,PR00,"insulin isophane, human 32 UNT/ML / insulin, regular, human 8 UNT/ML Injectable Suspension"
19104470,415185,PR00,"insulin isophane, human 36 UNT/ML / insulin, regular, human 4 UNT/ML Injectable Suspension"
19106521,428759,PR00,metformin 250 MG Oral Tablet
19106860,429841,PR00,glyburide 5 MG / metformin 1000 MG Oral Tablet
19106974,430102,PR00,glyburide 3.5 MG Oral Tablet
19106975,430103,PR00,glyburide 1.75 MG Oral Tablet
19106976,430104,PR00,glyburide 1 MG Oral Tablet
19107077,430343,PR00,rosiglitazone 1 MG Oral Tablet
19107329,431724,PR00,12 HR metformin hydrochloride 850 MG Extended Release Oral Tablet
19107377,432366,PR00,chlorpropamide 125 MG / metformin 513 MG Oral Tablet
19107624,432780,PR00,chlorpropamide 125 MG / metformin 500 MG Oral Tablet
19109284,438507,PR00,metformin 513 MG
19110153,440285,PR00,glyburide 1.75 MG
19110154,440286,PR00,glyburide 1 MG
19110155,440287,PR00,glyburide 3.5 MG
19110220,440399,PR00,"insulin, regular, human 24 UNT/ML"
19110353,440650,PR00,"insulin, regular, human 12 UNT/ML"
19110356,440653,PR00,"insulin, regular, human 6 UNT/ML"
19110357,440654,PR00,"insulin, regular, human 5 UNT/ML"
19111796,451437,PR00,"insulin, regular, human 8 UNT/ML"
19111798,451439,PR00,"insulin, regular, human 4 UNT/ML"
19113780,541775,PR00,metformin 500 MG / ropinirole 2 MG Oral Tablet
19115458,563154,PR00,glyburide 5 MG [Daonil]
19116146,564036,PR00,glyburide 2.5 MG [Calabren]
19116147,564037,PR00,glyburide 5 MG [Calabren]
19116148,564038,PR00,glipizide 5 MG [Minidiab]
19116449,564395,PR00,"insulin isophane, human 85 UNT/ML / insulin, regular, human 15 UNT/ML [Pur-In Mix]"
19116450,564396,PR00,"insulin isophane, human 75 UNT/ML / insulin, regular, human 25 UNT/ML [Pur-In Mix]"
19116451,564397,PR00,"insulin isophane, human 50 UNT/ML / insulin, regular, human 50 UNT/ML [Pur-In Mix]"
19116453,564399,PR00,"insulin isophane, human 90 UNT/ML / insulin, regular, human 10 UNT/ML [Humulin]"
19116454,564400,PR00,"insulin isophane, human 80 UNT/ML / insulin, regular, human 20 UNT/ML [Humulin]"
19116455,564401,PR00,"insulin isophane, human 60 UNT/ML / insulin, regular, human 40 UNT/ML [Humulin]"
19116559,564531,PR00,"insulin isophane, human 50 UNT/ML / insulin, regular, human 50 UNT/ML [Humulin]"
19116609,564601,PR00,"insulin isophane, human 90 UNT/ML / insulin, regular, human 10 UNT/ML [Human Mixtard]"
19116610,564602,PR00,"insulin isophane, human 80 UNT/ML / insulin, regular, human 20 UNT/ML [Human Mixtard]"
19116611,564603,PR00,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML [Human Mixtard]"
19116613,564605,PR00,"insulin isophane, human 60 UNT/ML / insulin, regular, human 40 UNT/ML [Human Mixtard]"
19116726,564766,PR00,"insulin, regular, human 100 UNT/ML [Pur-In Neutral]"
19116760,564820,PR00,"insulin, regular, human 100 UNT/ML [Human Actrapid Penfill]"
19116790,564881,PR00,"insulin, regular, human 100 UNT/ML [Human Actrapid]"
19116791,564882,PR00,"insulin, regular, human 100 UNT/ML [Humulin S]"
19117028,565176,PR00,"insulin isophane, human 50 UNT/ML / insulin, regular, human 50 UNT/ML [Human Mixtard]"
19117198,565408,PR00,glimepiride 1 MG [Amaryl]
19117199,565409,PR00,glimepiride 3 MG [Amaryl]
19117200,565410,PR00,glimepiride 4 MG [Amaryl]
19117416,565667,PR00,glyburide 2.5 MG [Libanil]
19117417,565668,PR00,glyburide 2.5 MG [Semi-Daonil]
19117418,565669,PR00,glyburide 2.5 MG [Euglucon]
19117419,565670,PR00,glyburide 2.5 MG [Malix]
19117420,565671,PR00,glyburide 2.5 MG [Diabetamide]
19117421,565672,PR00,glyburide 5 MG [Libanil]
19117422,565673,PR00,glyburide 5 MG [Euglucon]
19117423,565674,PR00,glyburide 5 MG [Malix]
19117424,565675,PR00,glyburide 5 MG [Diabetamide]
19117692,566056,PR00,glipizide 5 MG [Glibenese]
19117693,566057,PR00,glipizide 2.5 MG [Minidiab]
19117945,566720,PR00,glipizide 10 MG [Glucotrol]
19120257,573095,PR00,acarbose 25 MG [Precose]
19120315,573330,PR00,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML [Humulin]"
19120562,574089,PR00,glyburide 1.5 MG [Glycron]
19120563,574090,PR00,glyburide 6 MG [Glycron]
19120648,574470,PR00,rosiglitazone 2 MG [Avandia]
19121940,583195,PR00,metformin hydrochloride 850 MG Oral Tablet [Metforming]
19122366,602544,PR00,glimepiride 1 MG / rosiglitazone 4 MG Oral Tablet
19122367,602549,PR00,glimepiride 2 MG / rosiglitazone 4 MG Oral Tablet
19122368,602550,PR00,glimepiride 4 MG / rosiglitazone 4 MG Oral Tablet
19125040,665031,PR00,sitagliptin 100 MG
19125041,665033,PR00,sitagliptin 100 MG Oral Tablet
19125042,665034,PR00,sitagliptin 100 MG [Januvia]
19125043,665036,PR00,sitagliptin 100 MG Oral Tablet [Januvia]
19125044,665037,PR00,sitagliptin 25 MG
19125045,665038,PR00,sitagliptin 25 MG Oral Tablet
19125046,665039,PR00,sitagliptin 25 MG [Januvia]
19125047,665040,PR00,sitagliptin 25 MG Oral Tablet [Januvia]
19125048,665041,PR00,sitagliptin 50 MG
19125049,665042,PR00,sitagliptin 50 MG Oral Tablet
19125050,665043,PR00,sitagliptin 50 MG [Januvia]
19125051,665044,PR00,sitagliptin 50 MG Oral Tablet [Januvia]
19125218,669981,PR00,glyburide 1.25 MG [Glyburase]
19125219,669983,PR00,glyburide 1.25 MG Oral Tablet [Glyburase]
19125220,669984,PR00,glyburide 2.5 MG [Glyburase]
19125221,669985,PR00,glyburide 2.5 MG Oral Tablet [Glyburase]
19125222,669986,PR00,glyburide 5 MG [Glyburase]
19125223,669987,PR00,glyburide 5 MG Oral Tablet [Glyburase]
19126618,706895,PR00,glimepiride 2 MG / rosiglitazone 8 MG Oral Tablet
19126619,706896,PR00,glimepiride 4 MG / rosiglitazone 8 MG Oral Tablet
19134624,844809,PR00,glipizide 2.5 MG Extended Release Oral Tablet
19134639,844824,PR00,glipizide 5 MG Extended Release Oral Tablet
19134642,844827,PR00,glipizide 10 MG Extended Release Oral Tablet
19135264,847203,PR00,"3 ML insulin, regular, human 100 UNT/ML Prefilled Syringe"
19135265,847205,PR00,"3 ML insulin, regular, human 100 UNT/ML Prefilled Syringe [Novolin R]"
19135320,847417,PR00,"1.5 ML insulin, regular, human 100 UNT/ML Prefilled Syringe"
19135385,847706,PR00,glimepiride 4 MG / rosiglitazone 4 MG [Avandaryl]
19135386,847708,PR00,glimepiride 4 MG / rosiglitazone 4 MG Oral Tablet [Avandaryl]
19135387,847710,PR00,glimepiride 2 MG / rosiglitazone 4 MG [Avandaryl]
19135388,847720,PR00,glimepiride 2 MG / rosiglitazone 8 MG Oral Tablet [Avandaryl]
35201903,2100028,PR00,"{90 (insulin, regular, human 12 UNT Inhalation Powder) / 90 (insulin, regular, human 8 UNT Inhalation Powder) } Pack"
35201904,2100029,PR00,"{90 (insulin, regular, human 12 UNT Inhalation Powder [Afrezza]) / 90 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza 180 - 90 (8 UNT), 90 (12 UNT)]"
35605619,1731314,PR00,"insulin, regular, human Pen Injector"
35605620,1731315,PR00,"3 ML insulin, regular, human 500 UNT/ML Pen Injector"
35605621,1731316,PR00,"insulin, regular, human Pen Injector [Humulin R]"
35605622,1731317,PR00,"3 ML insulin, regular, human 500 UNT/ML Pen Injector [Humulin R]"
35605623,1731318,PR00,"insulin, regular, human 500 UNT/ML Pen Injector"
35605624,1731319,PR00,"insulin, regular, human 500 UNT/ML Pen Injector [Humulin R]"
35806745,33738,PR00,pioglitazone
35812740,25789,PR00,glimepiride
35874922,108814,PR00,"insulin isophane, human 80 UNT/ML / insulin, regular, human 20 UNT/ML Injectable Suspension [Human Mixtard]"
35946743,30009,PR00,miglitol
35954802,4821,PR00,glipizide
35956905,6809,PR00,metformin
35959947,33738,PR00,pioglitazone
35960977,25789,PR00,glimepiride
35968745,566057,PR00,glipizide 2.5 MG [Minidiab]
35971166,363120,PR00,"insulin, regular, human Injectable Solution [Velosulin]"
36213837,1156197,PR00,glyburide / metformin Pill
36213838,1156198,PR00,glyburide / phenformin Oral Product
36213839,1156199,PR00,glyburide / phenformin Pill
36213840,1156200,PR00,glyburide Oral Product
36213841,1156201,PR00,glyburide Pill
36214817,1155467,PR00,chlorpropamide / metformin Oral Product
36214818,1155468,PR00,chlorpropamide / metformin Pill
36214980,1157240,PR00,glimepiride / pioglitazone Oral Product
36214981,1157241,PR00,glimepiride / pioglitazone Pill
36214982,1157242,PR00,glimepiride / rosiglitazone Oral Product
36214983,1157243,PR00,glimepiride / rosiglitazone Pill
36214984,1157244,PR00,glimepiride Oral Product
36214985,1157245,PR00,glimepiride Pill
36215710,1157268,PR00,miglitol Oral Product
36215711,1157269,PR00,miglitol Pill
36216897,1153649,PR00,acarbose Oral Product
36216898,1153650,PR00,acarbose Pill
36218765,1165205,PR00,glipizide / metformin Oral Product
36218766,1165206,PR00,glipizide / metformin Pill
36218767,1165207,PR00,glipizide Oral Product
36218768,1165208,PR00,glipizide Pill
36220120,1163231,PR00,pioglitazone Oral Product
36220121,1163232,PR00,pioglitazone Pill
36220647,1168162,PR00,Daonil Oral Product
36220648,1168163,PR00,Daonil Pill
36221103,1164670,PR00,linagliptin Oral Product
36221104,1164671,PR00,linagliptin Pill
36221230,1167810,PR00,Janumet Oral Product
36221231,1167811,PR00,Janumet Pill
36221232,1167814,PR00,Januvia Oral Product
36221233,1167815,PR00,Januvia Pill
36221460,1165845,PR00,glyburide / metformin Oral Product
36221713,1164824,PR00,"insulin, regular, human Injectable Product"
36222784,1166403,PR00,Duetact Oral Product
36222785,1166404,PR00,Duetact Pill
36223131,1161597,PR00,metformin / pioglitazone Oral Product
36223132,1161598,PR00,metformin / pioglitazone Pill
36223133,1161599,PR00,metformin / repaglinide Oral Product
36223134,1161600,PR00,metformin / repaglinide Pill
36223135,1161601,PR00,metformin / ropinirole Oral Product
36223136,1161602,PR00,metformin / ropinirole Pill
36223137,1161603,PR00,metformin / rosiglitazone Oral Product
36223138,1161604,PR00,metformin / rosiglitazone Pill
36223139,1161605,PR00,metformin / saxagliptin Oral Product
36223140,1161606,PR00,metformin / saxagliptin Pill
36223141,1161607,PR00,metformin / sitagliptin Oral Product
36223142,1161608,PR00,metformin / sitagliptin Pill
36223143,1161609,PR00,metformin Oral Liquid Product
36223144,1161610,PR00,metformin Oral Product
36223145,1161611,PR00,metformin Pill
36224108,1158518,PR00,saxagliptin Oral Product
36224321,1158519,PR00,saxagliptin Pill
36224403,1159662,PR00,sitagliptin Oral Product
36224404,1159663,PR00,sitagliptin Pill
36227624,1157987,PR00,rosiglitazone Oral Product
36227625,1157988,PR00,rosiglitazone Pill
36229116,1175658,PR00,Avandaryl Oral Product
36229117,1175659,PR00,Avandaryl Pill
36229291,1181729,PR00,Onglyza Oral Product
36229292,1181730,PR00,Onglyza Pill
36229365,1175666,PR00,Avandia Oral Product
36229366,1175667,PR00,Avandia Pill
36229565,1179163,PR00,Tradjenta Oral Product
36229566,1179164,PR00,Tradjenta Pill
36229921,1179291,PR00,Minidiab Oral Product
36229922,1179292,PR00,Minidiab Pill
36230035,1175878,PR00,Diabeta Oral Product
36230036,1175879,PR00,Diabeta Pill
36230037,1175880,PR00,Diabetamide Oral Product
36230038,1175881,PR00,Diabetamide Pill
36231169,1178082,PR00,Micronase Oral Product
36231170,1178083,PR00,Micronase Pill
36231233,1179740,PR00,Malix Oral Product
36231234,1179741,PR00,Malix Pill
36231456,1178125,PR00,Novolin Injectable Product
36231459,1178128,PR00,Novolin R Injectable Product
36232128,1178368,PR00,Semi-Daonil Oral Product
36232129,1178369,PR00,Semi-Daonil Pill
36233481,1171919,PR00,Glyburase Oral Product
36233482,1171920,PR00,Glyburase Pill
36233491,1171929,PR00,Glycron Oral Product
36233492,1171930,PR00,Glycron Pill
36233495,1171933,PR00,Glynase Oral Product
36233496,1171934,PR00,Glynase Pill
36233498,1171936,PR00,Glyset Oral Product
36233499,1171937,PR00,Glyset Pill
36233552,1171997,PR00,Humulin Injectable Product
36234085,1170663,PR00,Amaryl Oral Product
36234086,1170664,PR00,Amaryl Pill
36234721,1170866,PR00,Calabren Oral Product
36234722,1170867,PR00,Calabren Pill
36235405,1171148,PR00,Euglucon Oral Product
36235406,1171149,PR00,Euglucon Pill
36235581,1175016,PR00,Avandamet Oral Product
36235582,1175021,PR00,Avandamet Pill
36235739,1171233,PR00,Glibenese Oral Product
36235740,1171234,PR00,Glibenese Pill
36235744,1171242,PR00,Glucamet Oral Product
36235745,1171243,PR00,Glucamet Pill
36235746,1171244,PR00,Glucophage Oral Product
36235747,1171245,PR00,Glucophage Pill
36235748,1171246,PR00,Glucotrol Oral Product
36235749,1171247,PR00,Glucotrol Pill
36235750,1171248,PR00,Glucovance Oral Product
36235751,1171249,PR00,Glucovance Pill
36235752,1171254,PR00,Glumetza Oral Product
36235753,1171255,PR00,Glumetza Pill
36235787,1172629,PR00,Fortamet Oral Product
36235788,1172630,PR00,Fortamet Pill
36235841,1172692,PR00,Humulin R Injectable Product
36235842,1172693,PR00,Humulin S Injectable Product
36236034,1171292,PR00,Human Actrapid Injectable Product
36236035,1171293,PR00,Human Actrapid Penfill Injectable Product
36236038,1171296,PR00,Human Mixtard Injectable Product
36236322,1169920,PR00,Actoplus Met Oral Product
36236323,1169923,PR00,Actoplus Met Pill
36236324,1169928,PR00,Actos Oral Product
36236325,1169929,PR00,Actos Pill
36236480,1172860,PR00,Kombiglyze Pill
36236481,1172861,PR00,Kombiglyze Oral Product
36238284,1243016,PR00,linagliptin / metformin Oral Product
36238285,1243017,PR00,linagliptin / metformin Pill
36238286,1243038,PR00,Jentadueto Oral Product
36238287,1243039,PR00,Jentadueto Pill
36239236,1185624,PR00,Metaglip Pill
36239257,1185653,PR00,Metforming Oral Product
36239258,1185654,PR00,Metforming Pill
36239753,1182890,PR00,Orabet Metformin Oral Product
36239754,1182891,PR00,Orabet Metformin Pill
36240261,1189800,PR00,simvastatin / sitagliptin Oral Product
36240262,1189801,PR00,simvastatin / sitagliptin Pill
36240263,1189812,PR00,Juvisync Oral Product
36240264,1189813,PR00,Juvisync Pill
36240427,1184627,PR00,PrandiMet Oral Product
36240428,1184628,PR00,PrandiMet Pill
36240751,1186169,PR00,Libanil Oral Product
36240752,1186170,PR00,Libanil Pill
36241497,1183566,PR00,Pur-In Mix Injectable Product
36241498,1183568,PR00,Pur-In Neutral Injectable Product
36241808,1185049,PR00,Metaglip Oral Product
36242198,1185237,PR00,Precose Oral Product
36242199,1185238,PR00,Precose Pill
36242327,1187762,PR00,Velosulin Injectable Product
36242510,1185325,PR00,Riomet Oral Liquid Product
36242511,1185326,PR00,Riomet Oral Product
36246193,1368003,PR00,alogliptin Oral Product
36246194,1368004,PR00,alogliptin Pill
36246195,1368010,PR00,Nesina Oral Product
36246196,1368011,PR00,Nesina Pill
36246265,1368381,PR00,alogliptin / metformin Oral Product
36246266,1368382,PR00,alogliptin / metformin Pill
36246267,1368396,PR00,Kazano Oral Product
36246268,1368397,PR00,Kazano Pill
36246269,1368399,PR00,alogliptin / pioglitazone Oral Product
36246270,1368400,PR00,alogliptin / pioglitazone Pill
36246271,1368435,PR00,Oseni Oral Product
36246272,1368436,PR00,Oseni Pill
36246400,1373460,PR00,canagliflozin Oral Product
36246401,1373461,PR00,canagliflozin Pill
36246430,1373467,PR00,Invokana Oral Product
36246431,1373468,PR00,Invokana Pill
36246877,1545154,PR00,Invokamet Oral Product
36246878,1545155,PR00,Invokamet Pill
36246884,1545655,PR00,empagliflozin Oral Product
36246885,1545656,PR00,empagliflozin Pill
36246886,1545662,PR00,Jardiance Oral Product
36246887,1545663,PR00,Jardiance Pill
36247260,1543200,PR00,"insulin, regular, human Inhalant Product"
36247261,1543206,PR00,Afrezza Inhalant Product
36247438,1545146,PR00,canagliflozin / metformin Oral Product
36247439,1545147,PR00,canagliflozin / metformin Pill
36247667,1488566,PR00,dapagliflozin Oral Product
36247668,1488567,PR00,dapagliflozin Pill
36247907,1486975,PR00,Farxiga Oral Product
36247908,1486976,PR00,Farxiga Pill
36248374,1664311,PR00,empagliflozin / metformin Oral Product
36248375,1664312,PR00,empagliflozin / metformin Pill
36248376,1664319,PR00,Synjardy Oral Product
36248377,1664320,PR00,Synjardy Pill
36248557,1592709,PR00,dapagliflozin / metformin Oral Product
36248558,1592710,PR00,dapagliflozin / metformin Pill
36248559,1592716,PR00,Xigduo Oral Product
36248560,1592717,PR00,Xigduo Pill
36248787,1602106,PR00,empagliflozin / linagliptin Oral Product
36248788,1602107,PR00,empagliflozin / linagliptin Pill
36248789,1602113,PR00,Glyxambi Oral Product
36248790,1602114,PR00,Glyxambi Pill
36249004,1653899,PR00,"insulin isophane / insulin, regular, human Injectable Product"
36249546,1798387,PR00,"{90 (insulin, regular, human 4 UNT Inhalation Powder) / 90 (insulin, regular, human 8 UNT Inhalation Powder) } Pack"
36249657,1798388,PR00,"{90 (insulin, regular, human 4 UNT Inhalation Powder [Afrezza]) / 90 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza Titration Pack]"
36249790,1796088,PR00,linagliptin / metformin Extended Release Oral Tablet
36249791,1796089,PR00,24 HR linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
36249792,1796090,PR00,linagliptin / metformin Extended Release Oral Tablet [Jentadueto]
36249793,1796091,PR00,24 HR linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto]
36249794,1796092,PR00,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
36249795,1796093,PR00,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto]
36249796,1796094,PR00,24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
36249797,1796095,PR00,linagliptin 5 MG / metformin hydrochloride 1000 MG [Jentadueto]
36249798,1796096,PR00,24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto]
36249799,1796097,PR00,linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
36249800,1796098,PR00,linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto]
36620463,199150,PR00,acarbose 100 MG Oral Tablet
36621742,261268,PR00,pioglitazone 45 MG Oral Tablet [Actos]
36622529,201056,PR00,glyburide 2.5 MG Oral Tablet [Libanil]
36625328,106892,PR00,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Humulin]"
36628226,204045,PR00,metformin hydrochloride 500 MG Oral Tablet [Orabet Metformin]
36628514,106896,PR00,"insulin isophane, human 50 UNT/ML / insulin, regular, human 50 UNT/ML Injectable Suspension [Pur-In Mix]"
36629200,205876,PR00,glyburide 2.5 MG Oral Tablet [Micronase]
36629226,106899,PR00,"insulin isophane, human 90 UNT/ML / insulin, regular, human 10 UNT/ML Injectable Suspension [Humulin]"
36630601,201921,PR00,glipizide 5 MG Oral Tablet [Glibenese]
36631510,108813,PR00,"insulin isophane, human 90 UNT/ML / insulin, regular, human 10 UNT/ML Injectable Suspension [Human Mixtard]"
36632464,153591,PR00,glimepiride 2 MG Oral Tablet [Amaryl]
36632619,108815,PR00,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Human Mixtard]"
36633620,201922,PR00,glipizide 2.5 MG Oral Tablet [Minidiab]
36637140,261267,PR00,pioglitazone 30 MG Oral Tablet [Actos]
36638378,205880,PR00,glyburide 5 MG Oral Tablet [Micronase]
36642859,108816,PR00,"insulin isophane, human 50 UNT/ML / insulin, regular, human 50 UNT/ML Injectable Suspension [Human Mixtard]"
36643564,260287,PR00,glyburide 6 MG Oral Tablet [Glycron]
36644238,108822,PR00,"insulin isophane, human 60 UNT/ML / insulin, regular, human 40 UNT/ML Injectable Suspension [Human Mixtard]"
36650943,102845,PR00,glyburide 5 MG Oral Tablet [Daonil]
36651406,213442,PR00,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Novolin]"
36653943,260286,PR00,glyburide 1.5 MG Oral Tablet [Glycron]
36654815,246391,PR00,glyburide 2.5 MG / phenformin 25 MG Oral Tablet
36655871,261351,PR00,glyburide 4.5 MG Oral Tablet [Glycron]
36655906,106901,PR00,"insulin isophane, human 60 UNT/ML / insulin, regular, human 40 UNT/ML Injectable Suspension [Humulin]"
36657436,106894,PR00,"insulin isophane, human 85 UNT/ML / insulin, regular, human 15 UNT/ML Injectable Suspension [Pur-In Mix]"
36658327,261241,PR00,rosiglitazone 2 MG Oral Tablet [Avandia]
36791204,2371722,PR00,dapagliflozin / metformin / saxagliptin Oral Product
36792980,1156199,PR00,glyburide / phenformin Pill
36799820,1544568,PR00,"{60 (insulin, regular, human 4 UNT Inhalation Powder) / 30 (insulin, regular, human 8 UNT Inhalation Powder) } Pack"
37496782,2200517,PR00,metformin Extended Release Suspension
37496783,2200518,PR00,metformin hydrochloride 100 MG/ML Extended Release Suspension
37496784,2200519,PR00,metformin Extended Release Suspension [Riomet]
37496785,2200520,PR00,metformin hydrochloride 100 MG/ML Extended Release Suspension [Riomet]
37497419,2206091,PR00,"insulin, regular, human Pen Injector [Novolin R]"
37497420,2206093,PR00,"insulin, regular, human 100 UNT/ML Pen Injector"
37497421,2206094,PR00,"insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]"
37499584,2359276,PR00,empagliflozin / linagliptin / metformin Oral Product
37499585,2359277,PR00,empagliflozin / linagliptin / metformin Pill
37499586,2359278,PR00,empagliflozin / linagliptin / metformin Extended Release Oral Tablet
37499588,2359281,PR00,empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG [Trijardy]
37499589,2359282,PR00,empagliflozin / linagliptin / metformin Extended Release Oral Tablet [Trijardy]
37499590,2359283,PR00,Trijardy Oral Product
37499591,2359284,PR00,Trijardy Pill
37499592,2359286,PR00,empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
37499593,2359287,PR00,empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
37499594,2359289,PR00,empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Trijardy]
37499595,2359291,PR00,empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
37499596,2359292,PR00,empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
37499618,2359352,PR00,empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG [Trijardy]
37499619,2359354,PR00,empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
37499620,2359355,PR00,empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
37499621,2359357,PR00,empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Trijardy]
37499622,2359359,PR00,empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
37499623,2359360,PR00,empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
37499744,2206090,PR00,"3 ML insulin, regular, human 100 UNT/ML Pen Injector"
37499745,2206092,PR00,"3 ML insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]"
37499832,2359279,PR00,24 HR empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
37499833,2359285,PR00,24 HR empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
37499834,2359288,PR00,24 HR empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
37499835,2359290,PR00,24 HR empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
37499836,2359351,PR00,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
