concept_id,code,codetype,descrip
46221555,1604541,PR00,insulin glargine 300 UNT/ML [Toujeo]
46221557,1604544,PR00,1.5 ML insulin glargine 300 UNT/ML Pen Injector [Toujeo]
46221558,1604545,PR00,insulin glargine 300 UNT/ML Pen Injector
46221559,1604546,PR00,insulin glargine 300 UNT/ML Pen Injector [Toujeo]
46234097,1653497,PR00,insulin glargine Pen Injector
46234098,1653499,PR00,insulin glargine Pen Injector [Lantus]
46234099,1653506,PR00,insulin glargine Pen Injector [Toujeo]
46234110,1653594,PR00,liraglutide Pen Injector
46234111,1653597,PR00,liraglutide Pen Injector [Victoza]
46234112,1653600,PR00,liraglutide Pen Injector [Saxenda]
46234116,1653610,PR00,exenatide 2 MG
46234117,1653611,PR00,exenatide Injection
46234118,1653613,PR00,exenatide 2 MG [Bydureon]
46234119,1653614,PR00,exenatide Injection [Bydureon]
46234120,1653616,PR00,exenatide Pen Injector
46234121,1653619,PR00,exenatide Pen Injector [Bydureon]
46234122,1653625,PR00,exenatide Pen Injector [Byetta]
46234470,1649584,PR00,dulaglutide Auto-Injector
46234471,1649586,PR00,dulaglutide Auto-Injector [Trulicity]
